Step,Value
55411,0.3425
55461,0.3438
55511,0.3444
55561,0.3422
55611,0.3438
55661,0.3436
55711,0.3441
55761,0.3442
55811,0.3462
55861,0.3449
55911,0.3462
55961,0.3462
56011,0.3454
56061,0.3455
56111,0.3452
56161,0.3441
56211,0.3435
56261,0.3441
56311,0.3447
56361,0.3442
56411,0.3443
56461,0.3436
56511,0.3434
56561,0.3435
56611,0.344
56661,0.3454
56711,0.3438
56761,0.3453
56811,0.3449
56861,0.345
56911,0.3457
56961,0.3456
57011,0.3455
57061,0.3451
57111,0.3463
57161,0.3459
57211,0.3454
57261,0.3455
57311,0.3457
57361,0.347
57411,0.3478
57461,0.3488
57511,0.3477
57561,0.3475
57611,0.3483
57661,0.3484
57711,0.3482
57761,0.3483
57811,0.3477
57861,0.348
57911,0.3484
57961,0.3486
58011,0.348
58061,0.3486
58111,0.3484
58161,0.348
58211,0.3477
58261,0.3487
58311,0.3493
58361,0.3492
58411,0.3487
58461,0.3482
58511,0.3472
58561,0.3464
58611,0.347
58661,0.3473
58711,0.3479
58761,0.3483
58811,0.3492
58861,0.3493
58911,0.349
58921,0.1968
58971,0.2918
59021,0.3071
59071,0.324
59121,0.3273
59171,0.3305
59221,0.3299
59271,0.3445
59321,0.3475
59371,0.349
59421,0.3481
59471,0.3471
59521,0.3468
59571,0.3506
59621,0.346
59671,0.3492
59721,0.3516
59771,0.3562
59821,0.3579
59871,0.36
59921,0.3592
59971,0.3592
60021,0.3567
60071,0.3565
60121,0.3552
60171,0.3549
60221,0.3527
60271,0.352
60321,0.3511
60371,0.3515
60421,0.3505
60471,0.3528
60521,0.3505
60571,0.3496
60621,0.3512
60671,0.3497
60721,0.3488
60771,0.3495
60821,0.351
60871,0.3514
60921,0.3501
60971,0.3506
61021,0.35
61071,0.3489
61121,0.3477
61171,0.3476
61221,0.3454
61271,0.3454
61321,0.3457
61371,0.3452
61421,0.347
61471,0.3471
61521,0.347
61571,0.3467
61621,0.3469
61671,0.3456
61721,0.3466
61771,0.347
61821,0.3474
61871,0.3466
61921,0.3479
61971,0.3482
62021,0.3469
62071,0.3475
62121,0.3473
62171,0.3468
62221,0.3465
62271,0.3467
62321,0.3464
62371,0.3456
62421,0.3459
62471,0.347
62521,0.3468
62571,0.3467
62621,0.3459
62671,0.3459
62721,0.3466
62771,0.3458
62821,0.3452
62871,0.3447
62921,0.3455
62971,0.3456
63021,0.3461
63071,0.346
63121,0.3459
63171,0.3458
63221,0.3451
63271,0.3445
63321,0.3447
63371,0.3446
63421,0.3439
63471,0.3436
63521,0.3435
63571,0.3436
63621,0.3446
63671,0.3438
63721,0.3446
63771,0.3446
63821,0.3446
63831,0.1983
63881,0.3591
63931,0.3413
63981,0.3705
64031,0.3842
64081,0.3724
64131,0.3666
64181,0.3624
64231,0.3606
64281,0.3476
64331,0.3497
64381,0.3539
64431,0.349
64481,0.3472
64531,0.3435
64581,0.3401
64631,0.338
64681,0.3382
64731,0.337
64781,0.3379
64831,0.3357
64881,0.3344
64931,0.3318
64981,0.3316
65031,0.3334
65081,0.3343
65131,0.3329
65181,0.3345
